3.668392000000000319e+00,9.999999999999998890e-01,0.000000000000000000e+00,3.432087000000000554e+00,0.000000000000000000e+00,1.000000000000000048e-04,9.999999999999998890e-01
3.450947000000000209e+00,9.999999999999998890e-01,4.000000000000000192e-04,3.258481999999999879e+00,0.000000000000000000e+00,3.000000000000000279e-04,9.999999999999998890e-01
3.902750000000000608e+00,9.999999999999998890e-01,1.000000000000000048e-04,3.161456000000000266e+00,0.000000000000000000e+00,6.000000000000000559e-04,9.999999999999998890e-01
3.517650999999999861e+00,9.999999999999998890e-01,2.000000000000000096e-04,3.264469000000000509e+00,0.000000000000000000e+00,8.000000000000001468e-04,9.999999999999998890e-01
3.816901999999999795e+00,1.099999999999999867e+00,1.500000000000000031e-03,3.555469000000000435e+00,0.000000000000000000e+00,9.000000000000000838e-04,9.999999999999998890e-01
3.480907000000000195e+00,9.999999999999998890e-01,2.899999999999999800e-03,3.391794999999999671e+00,2.190000000000000280e-02,4.799999999999999580e-03,9.999999999999998890e-01
3.541317000000000270e+00,1.100000000000000089e+00,5.000000000000000104e-03,3.105513999999999886e+00,0.000000000000000000e+00,6.400000000000001174e-03,9.999999999999998890e-01
3.864325000000000010e+00,9.999999999999998890e-01,1.150000000000000154e-02,3.390741000000000227e+00,0.000000000000000000e+00,1.300000000000000114e-02,9.999999999999998890e-01
3.498714999999999797e+00,1.099999999999999867e+00,2.580000000000000349e-02,3.210316000000000169e+00,0.000000000000000000e+00,2.479999999999999913e-02,9.999999999999998890e-01
3.217921000000000031e+00,9.999999999999998890e-01,2.600000000000000228e-02,2.941813999999999929e+00,0.000000000000000000e+00,2.550000000000000183e-02,9.999999999999998890e-01
3.684989000000000736e+00,1.099999999999999867e+00,5.330000000000000016e-02,3.437690000000000357e+00,0.000000000000000000e+00,5.299999999999999850e-02,9.999999999999998890e-01
3.641314000000000384e+00,9.999999999999998890e-01,1.012999999999999873e-01,3.330685000000000340e+00,0.000000000000000000e+00,1.103999999999999981e-01,9.999999999999998890e-01
3.920450000000000212e+00,1.100000000000000089e+00,2.057000000000000217e-01,3.556215000000000348e+00,7.800000000000001377e-02,2.038999999999999702e-01,9.999999999999998890e-01
4.126110000000000610e+00,1.199999999999999956e+00,2.202000000000000068e-01,3.392760000000000442e+00,6.969999999999999807e-02,2.129000000000000059e-01,9.999999999999998890e-01
3.368198000000000025e+00,9.999999999999998890e-01,4.304999999999999383e-01,3.316918000000000255e+00,0.000000000000000000e+00,4.158000000000000029e-01,9.999999999999998890e-01
