1.055900000000000024e-03,4.300000000000000003e-03,1.002800000000000000e+04
3.028599999999999782e-03,6.999999999999999278e-03,2.502799999999999636e+04
7.978200000000001263e-03,9.199999999999999845e-03,5.002800000000000728e+04
2.596470000000000028e-02,8.500000000000000611e-03,1.000280000000000146e+05
4.418539999999999968e-02,1.500000000000000291e-02,1.500280000000000000e+05
7.782680000000000153e-02,6.400000000000000307e-03,2.500280000000000000e+05
9.020280000000001353e-02,6.400000000000000307e-03,4.000279999999999418e+05
2.711567999999999756e-01,1.209999999999999964e-02,6.000280000000000000e+05
3.026844000000000201e-01,1.710000000000000062e-02,8.000280000000001164e+05
6.185041000000000011e-01,9.899999999999999079e-03,1.000028000000000233e+06
2.020271700000000337e+00,1.650000000000000078e-02,1.200028000000000233e+06
